"i.vec","sp.query","q.rank","ncbi.ids","class","cohort","family","genus","infraclass","infraorder","kingdom","order","parvorder","phylum","species","species group","subclass","subfamily","subgenus","subkingdom","suborder","subphylum","subtribe","superclass","superfamily","superkingdom","superorder","tribe"
2720,"Poeciliopsis baenschi","species","188122","Actinopteri",NA,"Poeciliidae","Poeciliopsis","Teleostei",NA,"Metazoa","Cyprinodontiformes",NA,"Chordata","Poeciliopsis baenschi",NA,"Neopterygii","Poeciliinae",NA,NA,"Cyprinodontoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Atherinomorphae",NA
2721,"Poeciliopsis gracilis","species","119849","Actinopteri",NA,"Poeciliidae","Poeciliopsis","Teleostei",NA,"Metazoa","Cyprinodontiformes",NA,"Chordata","Poeciliopsis gracilis",NA,"Neopterygii","Poeciliinae",NA,NA,"Cyprinodontoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Atherinomorphae",NA
2722,"Poephila cincta","species","247741","Aves",NA,"Estrildidae","Poephila",NA,NA,"Metazoa","Passeriformes",NA,"Chordata","Poephila cincta",NA,NA,"Estrildinae",NA,NA,NA,"Craniata",NA,NA,"Passeroidea","Eukaryota","Neognathae",NA
2723,"Poephila guttata","genus","40586","Aves",NA,"Estrildidae","Poephila",NA,NA,"Metazoa","Passeriformes",NA,"Chordata",NA,NA,NA,"Estrildinae",NA,NA,NA,"Craniata",NA,NA,"Passeroidea","Eukaryota","Neognathae",NA
2724,"Pogona barbata","species","52202","Craniata",NA,"Agamidae","Pogona",NA,NA,"Metazoa","Squamata",NA,"Chordata","Pogona barbata",NA,NA,"Amphibolurinae",NA,NA,"Iguania","Craniata",NA,NA,NA,"Eukaryota","Lepidosauria",NA
2725,"Pogona microlepidota","genus","52201","Craniata",NA,"Agamidae","Pogona",NA,NA,"Metazoa","Squamata",NA,"Chordata",NA,NA,NA,"Amphibolurinae",NA,NA,"Iguania","Craniata",NA,NA,NA,"Eukaryota","Lepidosauria",NA
2726,"Pogona vitticeps","species","103695","Craniata",NA,"Agamidae","Pogona",NA,NA,"Metazoa","Squamata",NA,"Chordata","Pogona vitticeps",NA,NA,"Amphibolurinae",NA,NA,"Iguania","Craniata",NA,NA,NA,"Eukaryota","Lepidosauria",NA
2727,"Pogonias cromis","species","329431","Actinopteri",NA,"Sciaenidae","Pogonias","Teleostei",NA,"Metazoa","Neopterygii",NA,"Chordata","Pogonias cromis",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2728,"Pogonomyrmex barbatus","species","144034","Insecta","Holometabola","Formicidae","Pogonomyrmex","Neoptera","Aculeata","Metazoa","Hymenoptera",NA,"Arthropoda","Pogonomyrmex barbatus",NA,"Pterygota","Myrmicinae",NA,NA,"Apocrita",NA,NA,"Hexapoda","Vespoidea","Eukaryota",NA,"Pogonomyrmecini"
2729,"Polinices heros","genus","219135","Gastropoda",NA,"Naticidae","Polinices",NA,"Littorinimorpha","Metazoa","Littorinimorpha",NA,"Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Naticoidea","Eukaryota",NA,NA
2730,"Polinices sordidus","genus","219135","Gastropoda",NA,"Naticidae","Polinices",NA,"Littorinimorpha","Metazoa","Littorinimorpha",NA,"Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Naticoidea","Eukaryota",NA,NA
2731,"Poliocitellus franklinii","species","45470","Mammalia",NA,"Sciuridae","Poliocitellus",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Poliocitellus franklinii",NA,NA,"Xerinae",NA,NA,"Sciuromorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires","Marmotini"
2732,"Pollachius pollachius","species","185739","Actinopteri",NA,"Gadidae","Pollachius","Teleostei",NA,"Metazoa","Gadiformes",NA,"Chordata","Pollachius pollachius",NA,"Neopterygii",NA,NA,NA,"Gadoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2733,"Pollachius virens","species","8060","Actinopteri",NA,"Gadidae","Pollachius","Teleostei",NA,"Metazoa","Gadiformes",NA,"Chordata","Pollachius virens",NA,"Neopterygii",NA,NA,NA,"Gadoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2734,"Polygyra albolabris","genus","339431","Gastropoda",NA,"Polygyridae","Polygyra",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polygyroidea","Eukaryota",NA,NA
2735,"Polygyra septemvolva","species","339432","Gastropoda",NA,"Polygyridae","Polygyra",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca","Polygyra septemvolva",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polygyroidea","Eukaryota",NA,NA
2737,"Polypedilum sp.","genus","54968","Insecta","Holometabola","Chironomidae","Polypedilum","Neoptera","Culicomorpha","Metazoa","Diptera",NA,"Arthropoda",NA,NA,"Pterygota","Chironominae",NA,NA,"Nematocera",NA,NA,"Hexapoda","Chironomoidea","Eukaryota",NA,"Chironomini"
2738,"Polytelis alexandrae","species","492515","Aves",NA,"Psittacidae","Polytelis",NA,NA,"Metazoa","Psittaciformes",NA,"Chordata","Polytelis alexandrae",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
2739,"Pomacea canaliculata","species","400727","Gastropoda",NA,"Ampullariidae","Pomacea",NA,NA,"Metazoa","Ampullarioidea",NA,"Mollusca","Pomacea canaliculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ampullarioidea","Eukaryota",NA,NA
2740,"Pomadasys macracanthus","species","1141927","Actinopteri",NA,"Haemulidae","Pomadasys","Teleostei",NA,"Metazoa","Lutjaniformes",NA,"Chordata","Pomadasys macracanthus",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2741,"Pomatoschistus marmoratus","species","85419","Actinopteri",NA,"Gobiidae","Pomatoschistus","Teleostei",NA,"Metazoa","Gobiiformes",NA,"Chordata","Pomatoschistus marmoratus",NA,"Neopterygii","Gobiinae",NA,NA,"Gobioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2742,"Pomatoschistus microps","species","225753","Actinopteri",NA,"Gobiidae","Pomatoschistus","Teleostei",NA,"Metazoa","Gobiiformes",NA,"Chordata","Pomatoschistus microps",NA,"Neopterygii","Gobiinae",NA,NA,"Gobioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2743,"Pomatoschistus minutus","species","13225","Actinopteri",NA,"Gobiidae","Pomatoschistus","Teleostei",NA,"Metazoa","Gobiiformes",NA,"Chordata","Pomatoschistus minutus",NA,"Neopterygii","Gobiinae",NA,NA,"Gobioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2744,"Pomatostomus ruficeps","species","9176","Aves",NA,"Timaliidae","Pomatostomus",NA,NA,"Metazoa","Passeriformes",NA,"Chordata","Pomatostomus ruficeps",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
2745,"Pomatostomus superciliosus","species","9177","Aves",NA,"Timaliidae","Pomatostomus",NA,NA,"Metazoa","Passeriformes",NA,"Chordata","Pomatostomus superciliosus",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
2746,"Pomatostomus temporalis","species","9178","Aves",NA,"Timaliidae","Pomatostomus",NA,NA,"Metazoa","Passeriformes",NA,"Chordata","Pomatostomus temporalis",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Neognathae",NA
2747,"Pomoxis nigromaculatus","species","8182","Actinopteri",NA,"Centrarchidae","Pomoxis","Teleostei",NA,"Metazoa","Centrarchiformes",NA,"Chordata","Pomoxis nigromaculatus",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Centrarchoidei","Eukaryota",NA,NA
2748,"Ponentina ponentina","genus","1582422","Gastropoda",NA,"Geomitridae","Ponentina",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Helicoidea","Eukaryota",NA,NA
2749,"Pontogammarus crassus","genus","225960","Malacostraca",NA,"Pontogammaridae","Pontogammarus",NA,"Gammarida","Metazoa","Amphipoda","Gammaridira","Arthropoda",NA,NA,"Eumalacostraca",NA,NA,NA,"Senticaudata","Crustacea",NA,NA,"Gammaroidea","Eukaryota","Peracarida",NA
2750,"Pontogammarus obesus","species","261870","Malacostraca",NA,"Pontogammaridae","Pontogammarus",NA,"Gammarida","Metazoa","Amphipoda","Gammaridira","Arthropoda","Pontogammarus obesus",NA,"Eumalacostraca",NA,NA,NA,"Senticaudata","Crustacea",NA,NA,"Gammaroidea","Eukaryota","Peracarida",NA
2751,"Pontogammarus robustoides","species","225961","Malacostraca",NA,"Pontogammaridae","Pontogammarus",NA,"Gammarida","Metazoa","Amphipoda","Gammaridira","Arthropoda","Pontogammarus robustoides",NA,"Eumalacostraca",NA,NA,NA,"Senticaudata","Crustacea",NA,NA,"Gammaroidea","Eukaryota","Peracarida",NA
2752,"Pontoporeia affinis","genus","399046","Malacostraca",NA,"Pontoporeiidae","Pontoporeia",NA,NA,"Metazoa","Amphipoda",NA,"Arthropoda",NA,NA,"Eumalacostraca",NA,NA,NA,"Gammaridea","Crustacea",NA,NA,"Pontoporeioidea","Eukaryota","Peracarida",NA
2753,"Pontoporeia femorata","species","399047","Malacostraca",NA,"Pontoporeiidae","Pontoporeia",NA,NA,"Metazoa","Amphipoda",NA,"Arthropoda","Pontoporeia femorata",NA,"Eumalacostraca",NA,NA,NA,"Gammaridea","Crustacea",NA,NA,"Pontoporeioidea","Eukaryota","Peracarida",NA
2754,"Pontoporeia hoyi","genus","399046","Malacostraca",NA,"Pontoporeiidae","Pontoporeia",NA,NA,"Metazoa","Amphipoda",NA,"Arthropoda",NA,NA,"Eumalacostraca",NA,NA,NA,"Gammaridea","Crustacea",NA,NA,"Pontoporeioidea","Eukaryota","Peracarida",NA
2755,"Pontoporia blainvillei","species","48723","Mammalia",NA,"Pontoporiidae","Pontoporia",NA,NA,"Metazoa","Cetacea",NA,"Chordata","Pontoporia blainvillei",NA,NA,NA,NA,NA,"Odontoceti","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2756,"Popillia japonica","species","7064","Insecta","Holometabola","Scarabaeidae","Popillia","Neoptera","Scarabaeiformia","Metazoa","Coleoptera",NA,"Arthropoda","Popillia japonica",NA,"Pterygota","Rutelinae",NA,NA,"Polyphaga",NA,NA,"Hexapoda","Scarabaeoidea","Eukaryota",NA,NA
2757,"Porcellio laevis","species","262335","Malacostraca",NA,"Porcellionidae","Porcellio",NA,NA,"Metazoa","Isopoda",NA,"Arthropoda","Porcellio laevis",NA,"Eumalacostraca",NA,NA,NA,"Oniscidea","Crustacea",NA,NA,NA,"Eukaryota","Peracarida",NA
2758,"Porcellio scaber","species","64697","Malacostraca",NA,"Porcellionidae","Porcellio",NA,NA,"Metazoa","Isopoda",NA,"Arthropoda","Porcellio scaber",NA,"Eumalacostraca",NA,NA,NA,"Oniscidea","Crustacea",NA,NA,NA,"Eukaryota","Peracarida",NA
2759,"Porcellionides pruinosus","species","96870","Malacostraca",NA,"Porcellionidae","Porcellionides",NA,NA,"Metazoa","Isopoda",NA,"Arthropoda","Porcellionides pruinosus",NA,"Eumalacostraca",NA,NA,NA,"Oniscidea","Crustacea",NA,NA,NA,"Eukaryota","Peracarida",NA
2760,"Portugala inchoata","species","1582425","Gastropoda",NA,"Hygromiidae","Portugala",NA,NA,"Metazoa","Stylommatophora",NA,"Mollusca","Portugala inchoata",NA,NA,"Leptaxinae",NA,NA,NA,NA,NA,NA,"Helicoidea","Eukaryota",NA,NA
2761,"Potamanthus formosus","species","1428671","Insecta",NA,"Potamanthidae","Potamanthus","Palaeoptera","Scapphodonta","Metazoa","Ephemeroptera",NA,"Arthropoda","Potamanthus formosus",NA,"Pterygota",NA,NA,NA,"Furcatergalia",NA,NA,"Hexapoda",NA,"Eukaryota",NA,NA
2762,"Potamanthus luteus","species","446500","Insecta",NA,"Potamanthidae","Potamanthus","Palaeoptera","Scapphodonta","Metazoa","Ephemeroptera",NA,"Arthropoda","Potamanthus luteus",NA,"Pterygota",NA,NA,NA,"Furcatergalia",NA,NA,"Hexapoda",NA,"Eukaryota",NA,NA
2763,"Potamothrix hammoniensis","species","1034834","Clitellata",NA,"Tubificidae","Potamothrix",NA,NA,"Metazoa","Haplotaxida",NA,"Annelida","Potamothrix hammoniensis",NA,"Oligochaeta","Tubificinae",NA,NA,"Tubificina",NA,NA,NA,NA,"Eukaryota",NA,NA
2764,"Potorous tridactylus","species","9310","Mammalia",NA,"Potoroidae","Potorous",NA,NA,"Metazoa","Diprotodontia",NA,"Chordata","Potorous tridactylus",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota",NA,NA
2765,"Potos flavus","species","29067","Mammalia",NA,"Procyonidae","Potos",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Potos flavus",NA,NA,NA,NA,NA,"Caniformia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2766,"Praomys jacksoni","species","209866","Mammalia",NA,"Muridae","Praomys",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Praomys jacksoni",NA,NA,"Murinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2767,"Praomys tullbergi","species","209869","Mammalia",NA,"Muridae","Praomys",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Praomys tullbergi",NA,NA,"Murinae",NA,NA,"Myomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2768,"Prionailurus bengalensis","species","37029","Mammalia",NA,"Felidae","Prionailurus",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Prionailurus bengalensis",NA,NA,"Felinae",NA,NA,"Feliformia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2769,"Prionotus nudigula","genus","320587","Actinopteri",NA,"Triglidae","Prionotus","Teleostei",NA,"Metazoa","Perciformes",NA,"Chordata",NA,NA,"Neopterygii",NA,NA,NA,"Triglioidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2770,"Pristina bilobata","genus","150439","Clitellata",NA,"Tubificidae","Pristina",NA,NA,"Metazoa","Haplotaxida",NA,"Annelida",NA,NA,"Oligochaeta","Naidinae",NA,NA,"Tubificina",NA,NA,NA,NA,"Eukaryota",NA,NA
2771,"Pristiophorus cirratus","species","170823","Chondrichthyes",NA,"Pristiophoridae","Pristiophorus","Selachii",NA,"Metazoa","Elasmobranchii",NA,"Chordata","Pristiophorus cirratus",NA,"Elasmobranchii",NA,NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Pristiophoriformes",NA
2772,"Proasellus coxalis","species","63229","Malacostraca",NA,"Asellidae","Proasellus",NA,NA,"Metazoa","Isopoda",NA,"Arthropoda","Proasellus coxalis",NA,"Eumalacostraca",NA,NA,NA,"Asellota","Crustacea",NA,NA,"Aselloidea","Eukaryota","Peracarida",NA
2774,"Procambarus clarkii","species","6728","Malacostraca",NA,"Cambaridae","Procambarus",NA,"Astacidea","Metazoa","Decapoda",NA,"Arthropoda","Procambarus clarkii",NA,"Eumalacostraca","Cambarinae",NA,NA,"Pleocyemata","Crustacea",NA,NA,"Astacoidea","Eukaryota","Eucarida",NA
2775,"Prochilodus lineatus","species","27695","Actinopteri",NA,"Prochilodontidae","Prochilodus","Teleostei",NA,"Metazoa","Characiformes",NA,"Chordata","Prochilodus lineatus",NA,"Neopterygii",NA,NA,NA,"Characoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota","Characiphysae",NA
2776,"Procladius sp.","genus","191633","Insecta","Holometabola","Chironomidae","Procladius","Neoptera","Culicomorpha","Metazoa","Diptera",NA,"Arthropoda",NA,NA,"Pterygota","Tanypodinae",NA,NA,"Nematocera",NA,NA,"Hexapoda","Chironomoidea","Eukaryota",NA,"Procladini"
2777,"Procyon lotor","species","9654","Mammalia",NA,"Procyonidae","Procyon",NA,NA,"Metazoa","Carnivora",NA,"Chordata","Procyon lotor",NA,NA,NA,NA,NA,"Caniformia","Craniata",NA,NA,NA,"Eukaryota","Laurasiatheria",NA
2779,"Prodiamesa olivacea","species","288840","Insecta","Holometabola","Chironomidae","Prodiamesa","Neoptera","Culicomorpha","Metazoa","Diptera",NA,"Arthropoda","Prodiamesa olivacea",NA,"Pterygota","Prodiamesinae",NA,NA,"Nematocera",NA,NA,"Hexapoda","Chironomoidea","Eukaryota",NA,NA
2780,"Proechimys guyannensis","species","128105","Mammalia",NA,"Echimyidae","Proechimys",NA,NA,"Metazoa","Rodentia",NA,"Chordata","Proechimys guyannensis",NA,NA,NA,NA,NA,"Hystricomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2781,"Proechimys semispinosus","genus","10162","Mammalia",NA,"Echimyidae","Proechimys",NA,NA,"Metazoa","Rodentia",NA,"Chordata",NA,NA,NA,NA,NA,NA,"Hystricomorpha","Craniata",NA,NA,NA,"Eukaryota","Euarchontoglires",NA
2782,"Promecoderus gibbosus","genus","63872","Insecta","Holometabola","Carabidae","Promecoderus","Neoptera",NA,"Metazoa","Coleoptera",NA,"Arthropoda",NA,NA,"Pterygota","Broscinae",NA,NA,"Adephaga",NA,NA,"Hexapoda","Caraboidea","Eukaryota",NA,"Broscini"
2783,"Prosodes bactriana","genus","2005773","Insecta","Holometabola","Tenebrionidae","Prosodes","Neoptera","Cucujiformia","Metazoa","Coleoptera",NA,"Arthropoda",NA,NA,"Pterygota","Tenebrioninae",NA,NA,"Polyphaga",NA,NA,"Hexapoda","Tenebrionoidea","Eukaryota",NA,NA
2784,"Prosodes baeri","genus","2005773","Insecta","Holometabola","Tenebrionidae","Prosodes","Neoptera","Cucujiformia","Metazoa","Coleoptera",NA,"Arthropoda",NA,NA,"Pterygota","Tenebrioninae",NA,NA,"Polyphaga",NA,NA,"Hexapoda","Tenebrionoidea","Eukaryota",NA,NA
2785,"Prosodes nitida","genus","2005773","Insecta","Holometabola","Tenebrionidae","Prosodes","Neoptera","Cucujiformia","Metazoa","Coleoptera",NA,"Arthropoda",NA,NA,"Pterygota","Tenebrioninae",NA,NA,"Polyphaga",NA,NA,"Hexapoda","Tenebrionoidea","Eukaryota",NA,NA
2786,"Prosodes pygmaea","genus","2005773","Insecta","Holometabola","Tenebrionidae","Prosodes","Neoptera","Cucujiformia","Metazoa","Coleoptera",NA,"Arthropoda",NA,NA,"Pterygota","Tenebrioninae",NA,NA,"Polyphaga",NA,NA,"Hexapoda","Tenebrionoidea","Eukaryota",NA,NA
2787,"Prosodes sp.","genus","2005773","Insecta","Holometabola","Tenebrionidae","Prosodes","Neoptera","Cucujiformia","Metazoa","Coleoptera",NA,"Arthropoda",NA,NA,"Pterygota","Tenebrioninae",NA,NA,"Polyphaga",NA,NA,"Hexapoda","Tenebrionoidea","Eukaryota",NA,NA
2789,"Prosopium cylindraceum","species","348696","Actinopteri",NA,"Salmonidae","Prosopium","Teleostei",NA,"Metazoa","Salmoniformes",NA,"Chordata","Prosopium cylindraceum",NA,"Neopterygii","Coregoninae",NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2790,"Prosopium transmonatus","genus","36182","Actinopteri",NA,"Salmonidae","Prosopium","Teleostei",NA,"Metazoa","Salmoniformes",NA,"Chordata",NA,NA,"Neopterygii","Coregoninae",NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2791,"Prosopium williamsoni","species","89337","Actinopteri",NA,"Salmonidae","Prosopium","Teleostei",NA,"Metazoa","Salmoniformes",NA,"Chordata","Prosopium williamsoni",NA,"Neopterygii","Coregoninae",NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2792,"Prostebbingia brevicornis","genus","1806157","Malacostraca",NA,"Pontogeneiidae","Prostebbingia",NA,"Hadziida","Metazoa","Amphipoda",NA,"Arthropoda",NA,NA,"Eumalacostraca",NA,NA,NA,"Senticaudata","Crustacea",NA,NA,"Calliopioidea","Eukaryota","Peracarida",NA
2793,"Proteus anguinus","species","221568","Amphibia",NA,"Proteidae","Proteus",NA,NA,"Metazoa","Caudata",NA,"Chordata","Proteus anguinus",NA,NA,NA,NA,NA,NA,"Craniata",NA,NA,"Salamandroidea","Eukaryota","Batrachia",NA
2794,"Protoribates seminudus","genus","940969","Arachnida",NA,"Protoribatidae","Protoribates",NA,NA,"Metazoa","Oribatida",NA,"Arthropoda",NA,NA,"Acari",NA,NA,NA,"Brachypylina","Chelicerata",NA,NA,"Oripodoidea","Eukaryota","Acariformes",NA
2795,"Protoribates triangularis","genus","940969","Arachnida",NA,"Protoribatidae","Protoribates",NA,NA,"Metazoa","Oribatida",NA,"Arthropoda",NA,NA,"Acari",NA,NA,NA,"Brachypylina","Chelicerata",NA,NA,"Oripodoidea","Eukaryota","Acariformes",NA
2798,"Psammodromus algirus","species","80460","Craniata",NA,"Lacertidae","Psammodromus",NA,NA,"Metazoa","Squamata",NA,"Chordata","Psammodromus algirus",NA,NA,"Gallotiinae",NA,NA,NA,"Craniata",NA,NA,NA,"Eukaryota","Lepidosauria",NA
2799,"Psammodynastes pulverulentus","species","186598","Craniata",NA,"Colubridae","Psammodynastes",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Psammodynastes pulverulentus",NA,NA,"Natricinae",NA,NA,NA,"Craniata",NA,NA,"Colubroidea","Eukaryota","Lepidosauria",NA
2800,"Psammophis lineolatus","species","224566","Craniata",NA,"Lamprophiidae","Psammophis",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Psammophis lineolatus",NA,NA,"Psammophiinae",NA,NA,NA,"Craniata",NA,NA,"Colubroidea","Eukaryota","Lepidosauria",NA
2801,"Psammophis subtaeniatus","species","292884","Craniata",NA,"Lamprophiidae","Psammophis",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Psammophis subtaeniatus",NA,NA,"Psammophiinae",NA,NA,NA,"Craniata",NA,NA,"Colubroidea","Eukaryota","Lepidosauria",NA
2803,"Psammoryctides albicola","species","1969981","Clitellata",NA,"Tubificidae","Psammoryctides",NA,NA,"Metazoa","Haplotaxida",NA,"Annelida","Psammoryctides albicola",NA,"Oligochaeta","Tubificinae",NA,NA,"Tubificina",NA,NA,NA,NA,"Eukaryota",NA,NA
2804,"Psammoryctides barbatus","species","883178","Clitellata",NA,"Tubificidae","Psammoryctides",NA,NA,"Metazoa","Haplotaxida",NA,"Annelida","Psammoryctides barbatus",NA,"Oligochaeta","Tubificinae",NA,NA,"Tubificina",NA,NA,NA,NA,"Eukaryota",NA,NA
2805,"Psammoryctides moravicus","species","1034835","Clitellata",NA,"Tubificidae","Psammoryctides",NA,NA,"Metazoa","Haplotaxida",NA,"Annelida","Psammoryctides moravicus",NA,"Oligochaeta","Tubificinae",NA,NA,"Tubificina",NA,NA,NA,NA,"Eukaryota",NA,NA
2807,"Pseudaspis cana","species","184168","Craniata",NA,"Lamprophiidae","Pseudaspis",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Pseudaspis cana",NA,NA,"Pseudaspidinae",NA,NA,NA,"Craniata",NA,NA,"Colubroidea","Eukaryota","Lepidosauria",NA
2808,"Pseudaspius leptocephalus","species","263870","Actinopteri",NA,"Cyprinidae","Pseudaspius","Teleostei",NA,"Metazoa","Cypriniformes",NA,"Chordata","Pseudaspius leptocephalus",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii","Cyprinoidea","Eukaryota","Cypriniphysae",NA
2809,"Pseudechis australis","species","8670","Craniata",NA,"Elapidae","Pseudechis",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Pseudechis australis",NA,NA,"Acanthophiinae",NA,NA,NA,"Craniata",NA,NA,"Colubroidea","Eukaryota","Lepidosauria",NA
2810,"Pseudechis porphyriacus","species","8671","Craniata",NA,"Elapidae","Pseudechis",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Pseudechis porphyriacus",NA,NA,"Acanthophiinae",NA,NA,NA,"Craniata",NA,NA,"Colubroidea","Eukaryota","Lepidosauria",NA
2811,"Pseudemys texana","species","365650","Craniata",NA,"Emydidae","Pseudemys",NA,NA,"Metazoa","Testudines",NA,"Chordata","Pseudemys texana",NA,NA,NA,NA,NA,"Cryptodira","Craniata",NA,NA,"Testudinoidea","Eukaryota",NA,NA
2812,"Pseudocalanus elongatus","species","136184","Maxillopoda",NA,"Clausocalanidae","Pseudocalanus","Neocopepoda",NA,"Metazoa","Calanoida",NA,"Arthropoda","Pseudocalanus elongatus",NA,"Copepoda",NA,NA,NA,NA,"Crustacea",NA,NA,NA,"Eukaryota","Gymnoplea",NA
2813,"Pseudocaranx dentex","species","349646","Actinopteri",NA,"Carangidae","Pseudocaranx","Teleostei",NA,"Metazoa","Carangiformes",NA,"Chordata","Pseudocaranx dentex",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2814,"Pseudodiaptomus sp.","genus","163475","Maxillopoda",NA,"Pseudodiaptomidae","Pseudodiaptomus","Neocopepoda",NA,"Metazoa","Calanoida",NA,"Arthropoda",NA,NA,"Copepoda",NA,NA,NA,NA,"Crustacea",NA,NA,NA,"Eukaryota","Gymnoplea",NA
2815,"Pseudonaja modesta","species","340912","Craniata",NA,"Elapidae","Pseudonaja",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Pseudonaja modesta",NA,NA,"Acanthophiinae",NA,NA,NA,"Craniata",NA,NA,"Colubroidea","Eukaryota","Lepidosauria",NA
2816,"Pseudonaja nuchalis","species","340913","Craniata",NA,"Elapidae","Pseudonaja",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Pseudonaja nuchalis",NA,NA,"Acanthophiinae",NA,NA,NA,"Craniata",NA,NA,"Colubroidea","Eukaryota","Lepidosauria",NA
2817,"Pseudonaja textilis","species","8673","Craniata",NA,"Elapidae","Pseudonaja",NA,"Serpentes","Metazoa","Squamata",NA,"Chordata","Pseudonaja textilis",NA,NA,"Acanthophiinae",NA,NA,NA,"Craniata",NA,NA,"Colubroidea","Eukaryota","Lepidosauria",NA
2818,"Pseudopercis semifasciata","species","458602","Actinopteri",NA,"Pinguipedidae","Pseudopercis","Teleostei",NA,"Metazoa","Uranoscopiformes",NA,"Chordata","Pseudopercis semifasciata",NA,"Neopterygii",NA,NA,NA,NA,"Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2819,"Pseudophycis bachus","species","443806","Actinopteri",NA,"Moridae","Pseudophycis","Teleostei",NA,"Metazoa","Gadiformes",NA,"Chordata","Pseudophycis bachus",NA,"Neopterygii",NA,NA,NA,"Gadoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2820,"Pseudopleuronectes americanus","species","8265","Actinopteri",NA,"Pleuronectidae","Pseudopleuronectes","Teleostei",NA,"Metazoa","Pleuronectiformes",NA,"Chordata","Pseudopleuronectes americanus",NA,"Neopterygii",NA,NA,NA,"Pleuronectoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
2821,"Pseudopleuronectes yokohamae","species","245875","Actinopteri",NA,"Pleuronectidae","Pseudopleuronectes","Teleostei",NA,"Metazoa","Pleuronectiformes",NA,"Chordata","Pseudopleuronectes yokohamae",NA,"Neopterygii",NA,NA,NA,"Pleuronectoidei","Craniata",NA,"Actinopterygii",NA,"Eukaryota",NA,NA
